,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_pfam%,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Assembly method resumed,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host resumed,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
724,GCA_002346855.1,GCA_002346855.1_ASM234685v1_genomic,s__algicola (UID2846),76.83,1.81,0.0,67.78,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531,MAG-120531 sp000173115,189,479,1852236,1810572,2.249,47,13040,71,7299,140,4640,237,2530,66462,31692,1,3.588,0.38634,0.01655,Low,1658,1288,718,1108,36,77.68395657418576,43.305186972255726,66.82750301568154,2.1712907117008444,ASM234685v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06452130,,Uncultivated Flavobacteriaceae bacterium UBA3013 genome recovered from SRX1050755,,,,,,Uncultivated genome recovered from an assembly of the SRX1050755 metagenome.,2017-09-22T00:00:00Z,donovan.parks@gmail.com,,189.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/346/855/GCA_002346855.1_ASM234685v1,,,DDZH01000000,,Flavobacteriaceae bacterium UBA3013,,Full,WGS,,Baltic Sea,,Baltic Sea,,,,,,,,,,,,,,,,,,,,,,,,,UBA3013,,,,water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951818.0,,Flavobacteriaceae bacterium UBA3013,Flavobacteriaceae bacterium UBA3013,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06452130,Flavobacteriaceae bacterium UBA3013,metagenomic assembly,2017/09/22,University of Queensland,10.36x,,Illumina,Illumina,,,1951818.0,,,UBA3013,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX1050755 metagenome,,1951818.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR2053287.,latest,DDZH00000000.1,,,True,Marine
725,GCA_002352205.1,GCA_002352205.1_ASM235220v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.16,0.0,98.85,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002352205,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp002352205,17,18,3729416,3729250,0.004,4,325772,4,325772,12,116119,12,116119,755336,755334,16,98.797,0.33756,0.01059,High,3260,2488,1204,1972,91,76.31901840490798,36.93251533742331,60.490797546012274,2.791411042944785,ASM235220v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06457880,Microbe,Uncultivated Flavobacterium sp. UBA2787 genome recovered from SRX393041,,,,,08-Aug-2013,Uncultivated genome recovered from an assembly of the SRX393041 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,17.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/352/205/GCA_002352205.1_ASM235220v1,,,DEHZ01000000,,Flavobacterium sp. UBA2787,,Full,WGS,,"Australia: Brisbane, Thorneside Wastewater Treatment Plant","Brisbane, Thorneside Wastewater Treatment Plant",Australia,,,,,,,,,,,,,,,,,,,,,,,,,UBA2787,,Australia,,activated sludge,Parks,,,,,0.7.12-r1039,,EBPR bioreactor metagenome,,,,University of Queensland,1946543.0,,Flavobacterium sp. UBA2787,Flavobacterium sp. UBA2787,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06457880,Flavobacterium sp. UBA2787,metagenomic assembly,2017/09/25,University of Queensland,39.39x,,Illumina,Illumina,,,1946543.0,,,UBA2787,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX393041 metagenome,,1946543.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the EBPR bioreactor metagenome reads: SRR1051195.,latest,DEHZ00000000.1,,,True,Non_marine
726,GCA_002352665.1,GCA_002352665.1_ASM235266v1_genomic,f__Flavobacteriaceae (UID2845),97.82,4.03,44.0,77.66999999999999,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7949;s__UBA7949 sp002352665,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,UBA7949,UBA7949 sp002352665,155,196,3981292,3978410,0.07200000000000001,30,42164,38,36023,98,10922,116,10225,206813,156908,17,35.713,0.3128,0.01062,Medium,3567,2779,1361,2253,84,77.90860667227362,38.15531258760864,63.1623212783852,2.3549201009251477,ASM235266v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06454306,,Uncultivated Flavobacteriaceae bacterium UBA2765 genome recovered from SRX560108,,,,,,Uncultivated genome recovered from an assembly of the SRX560108 metagenome.,2017-09-25T00:00:00Z,donovan.parks@gmail.com,,155.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/352/665/GCA_002352665.1_ASM235266v1,,,DEIV01000000,,Flavobacteriaceae bacterium UBA2765,,Full,WGS,,"USA: Coal Oil Point, Santa Barbara, California","Coal Oil Point, Santa Barbara, California",USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA2765,,United States,,Oil polluted marine water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951817.0,,Flavobacteriaceae bacterium UBA2765,Flavobacteriaceae bacterium UBA2765,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06454306,Flavobacteriaceae bacterium UBA2765,metagenomic assembly,2017/09/25,University of Queensland,432.24x,,Illumina,Illumina,,,1951817.0,,,UBA2765,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX560108 metagenome,,1951817.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR1313734.,latest,DEIV00000000.1,,,True,Marine
728,GCA_002353015.1,GCA_002353015.1_ASM235301v1_genomic,k__Bacteria (UID2565),98.92,0.0,0.0,98.92,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter falsenii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii,94,157,3094176,3088017,0.199,17,61910,26,36414,54,15116,89,10105,179527,179520,21,58.058,0.31606,0.01148,High,2992,2301,1212,1917,55,76.90508021390373,40.508021390374324,64.07085561497328,1.8382352941176472,ASM235301v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06451464,,Uncultivated Empedobacter sp. UBA1863 genome recovered from SRX822707,,,,,,Uncultivated genome recovered from an assembly of the SRX822707 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,94.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/353/015/GCA_002353015.1_ASM235301v1,,,DDHZ01000000,,Empedobacter sp. UBA1863,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA1863,,United States,,metal,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1946431.0,,Empedobacter sp. UBA1863,Empedobacter sp. UBA1863,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06451464,Empedobacter sp. UBA1863,metagenomic assembly,2017/09/25,University of Queensland,63.77x,,Illumina,Illumina,,,1946431.0,,,UBA1863,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX822707 metagenome,,1946431.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749324.,latest,DDHZ00000000.1,,,True,Non_marine
738,GCA_002360925.1,GCA_002360925.1_ASM236092v1_genomic,f__Flavobacteriaceae (UID2817),94.94,0.0,0.0,94.94,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides sp002360925,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides sp002360925,16,22,2707600,2707223,0.014,4,206510,5,206510,11,76641,15,69869,598629,381013,14,97.943,0.33066,0.00685,High,2570,2001,1018,1621,29,77.85992217898833,39.61089494163424,63.0739299610895,1.1284046692607004,ASM236092v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06453911,,Uncultivated Flavobacteriaceae bacterium UBA3339 genome recovered from SRX836008,,,,,,Uncultivated genome recovered from an assembly of the SRX836008 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,16.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/360/925/GCA_002360925.1_ASM236092v1,,,DERN01000000,,Flavobacteriaceae bacterium UBA3339,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA3339,,United States,,metal,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1951827.0,,Flavobacteriaceae bacterium UBA3339,Flavobacteriaceae bacterium UBA3339,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06453911,Flavobacteriaceae bacterium UBA3339,metagenomic assembly,2017/09/26,University of Queensland,22.32x,,Illumina,Illumina,,,1951827.0,,,UBA3339,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX836008 metagenome,,1951827.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1748606.,latest,DERN00000000.1,,,True,Non_marine
740,GCA_002362875.1,GCA_002362875.1_ASM236287v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter falsenii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii,92,120,2867640,2863755,0.135,18,57741,21,41753,58,15078,69,12915,128298,127465,18,51.298,0.31592,0.01194,High,2713,2109,1132,1771,42,77.73682270549206,41.725027644673794,65.27828971618135,1.5481017323995576,ASM236287v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06457150,,Uncultivated Empedobacter sp. UBA3239 genome recovered from SRX822548,,,,,,Uncultivated genome recovered from an assembly of the SRX822548 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,92.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/362/875/GCA_002362875.1_ASM236287v1,,,DEVJ01000000,,Empedobacter sp. UBA3239,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA3239,,United States,,metal,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1946434.0,,Empedobacter sp. UBA3239,Empedobacter sp. UBA3239,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06457150,Empedobacter sp. UBA3239,metagenomic assembly,2017/09/26,University of Queensland,23.67x,,Illumina,Illumina,,,1946434.0,,,UBA3239,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX822548 metagenome,,1946434.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749165.,latest,DEVJ00000000.1,,,True,Non_marine
753,GCA_002365095.1,GCA_002365095.1_ASM236509v1_genomic,o__Flavobacteriales (UID2815),100.0,0.98,0.0,95.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella carnis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella carnis,15,20,2886848,2886549,0.01,2,779140,3,420591,7,133991,8,133991,828206,779138,8,97.216,0.36463,0.01446,High,2647,2135,1105,1768,51,80.65734794106534,41.745372119380434,66.79259539100869,1.926709482432943,ASM236509v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06455953,,Uncultivated Flavobacteriales bacterium UBA3141 genome recovered from SRX823353,,,,,,Uncultivated genome recovered from an assembly of the SRX823353 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,15.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/365/095/GCA_002365095.1_ASM236509v1,,,DEZD01000000,,Flavobacteriales bacterium UBA3141,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA3141,,United States,,wood,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1950989.0,,Flavobacteriales bacterium UBA3141,Flavobacteriales bacterium UBA3141,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06455953,Flavobacteriales bacterium UBA3141,metagenomic assembly,2017/09/26,University of Queensland,72.05x,,Illumina,Illumina,,,1950989.0,,,UBA3141,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX823353 metagenome,,1950989.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749970.,latest,DEZD00000000.1,,,True,Non_marine
754,GCA_002365405.1,GCA_002365405.1_ASM236540v1_genomic,s__algicola (UID2846),84.69,0.44,0.0,82.49,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531,MAG-120531 sp000173115,93,217,1784250,1760611,1.325,18,34143,33,16342,59,8588,112,4686,106555,64831,7,26.014,0.38599,0.01908,Medium,1558,1351,762,1145,38,86.71373555840822,48.90885750962772,73.49165596919127,2.4390243902439024,ASM236540v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06452674,,Uncultivated Flavobacteriaceae bacterium UBA3118 genome recovered from SRX1050758,,,,,,Uncultivated genome recovered from an assembly of the SRX1050758 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,93.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/365/405/GCA_002365405.1_ASM236540v1,,,DFAA01000000,,Flavobacteriaceae bacterium UBA3118,,Full,WGS,,Baltic Sea,,Baltic Sea,,,,,,,,,,,,,,,,,,,,,,,,,UBA3118,,,,water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951821.0,,Flavobacteriaceae bacterium UBA3118,Flavobacteriaceae bacterium UBA3118,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06452674,Flavobacteriaceae bacterium UBA3118,metagenomic assembly,2017/09/26,University of Queensland,16.35x,,Illumina,Illumina,,,1951821.0,,,UBA3118,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX1050758 metagenome,,1951821.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR2053290.,latest,DFAA00000000.1,,,True,Marine
756,GCA_002366675.1,GCA_002366675.1_ASM236667v1_genomic,s__algicola (UID2846),83.36,2.41,7.14,71.31,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Xanthomarina;s__Xanthomarina sp002366675,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Xanthomarina,Xanthomarina sp002366675,283,486,2548718,2533236,0.607,56,13111,87,8162,203,3879,298,2802,51753,51751,1,2.031,0.31329,0.01636,Medium,2269,1744,906,1422,44,76.86205376817982,39.92948435434111,62.6707800793301,1.9391802556192157,ASM236667v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06455127,,Uncultivated Flavobacteriaceae bacterium UBA3078 genome recovered from SRX559946,,,,,,Uncultivated genome recovered from an assembly of the SRX559946 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,283.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/366/675/GCA_002366675.1_ASM236667v1,,,DFBO01000000,,Flavobacteriaceae bacterium UBA3078,,Full,WGS,,"USA: Coal Oil Point, Santa Barbara, California","Coal Oil Point, Santa Barbara, California",USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA3078,,United States,,Oil polluted marine water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951820.0,,Flavobacteriaceae bacterium UBA3078,Flavobacteriaceae bacterium UBA3078,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06455127,Flavobacteriaceae bacterium UBA3078,metagenomic assembly,2017/09/26,University of Queensland,49.72x,,Illumina,Illumina,,,1951820.0,,,UBA3078,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX559946 metagenome,,1951820.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR1313318.,latest,DFBO00000000.1,,,True,Marine
757,GCA_002367645.1,GCA_002367645.1_ASM236764v1_genomic,s__algicola (UID2846),82.25,0.83,0.0,78.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,MAG-120531,MAG-120531 sp000173115,108,226,1744678,1721342,1.338,22,23366,31,17221,72,7139,113,3999,85092,85092,5,18.631,0.38547,0.01754,Medium,1530,1318,750,1125,36,86.1437908496732,49.01960784313725,73.52941176470588,2.3529411764705883,ASM236764v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06454663,,Uncultivated Flavobacteriaceae bacterium UBA3032 genome recovered from SRX1050759,,,,,,Uncultivated genome recovered from an assembly of the SRX1050759 metagenome.,2017-09-26T00:00:00Z,donovan.parks@gmail.com,,108.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/367/645/GCA_002367645.1_ASM236764v1,,,DFDH01000000,,Flavobacteriaceae bacterium UBA3032,,Full,WGS,,Baltic Sea,,Baltic Sea,,,,,,,,,,,,,,,,,,,,,,,,,UBA3032,,,,water,Parks,,,,,0.7.12-r1039,,marine metagenome,,,,University of Queensland,1951819.0,,Flavobacteriaceae bacterium UBA3032,Flavobacteriaceae bacterium UBA3032,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06454663,Flavobacteriaceae bacterium UBA3032,metagenomic assembly,2017/09/26,University of Queensland,15.09x,,Illumina,Illumina,,,1951819.0,,,UBA3032,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX1050759 metagenome,,1951819.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the marine metagenome reads: SRR2053291.,latest,DFDH00000000.1,,,True,Marine
762,GCA_002376145.1,GCA_002376145.1_ASM237614v1_genomic,o__Flavobacteriales (UID2815),98.32,0.41,0.0,96.27,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Kaistella sp002477665,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella,Kaistella sp002477665,24,77,2310798,2307418,0.146,6,132833,14,59850,16,60179,41,20799,260789,120312,17,93.064,0.4496600000000001,0.0117,High,2334,1806,981,1533,26,77.37789203084833,42.03084832904885,65.68123393316195,1.1139674378748932,ASM237614v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06456099,,Uncultivated Flavobacteriales bacterium UBA3559 genome recovered from SRX823122,,,,,,Uncultivated genome recovered from an assembly of the SRX823122 metagenome.,1900-01-01T00:00:00Z,donovan.parks@gmail.com,,24.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/376/145/GCA_002376145.1_ASM237614v1,,,DFNU01000000,,Flavobacteriales bacterium UBA3559,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA3559,,United States,,metal,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1950998.0,,Flavobacteriales bacterium UBA3559,Flavobacteriales bacterium UBA3559,,,,,,,,,,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06456099,Flavobacteriales bacterium UBA3559,metagenomic assembly,2017/09/27,University of Queensland,8.46x,,Illumina,Illumina,,,1950998.0,,,UBA3559,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX823122 metagenome,,1950998.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749739.,latest,DFNU00000000.1,,,True,Non_marine
765,GCA_002378465.1,GCA_002378465.1_ASM237846v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Empedobacter;s__Empedobacter falsenii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Empedobacter,Empedobacter falsenii,68,84,3016307,3014071,0.07400000000000001,12,87542,13,66426,41,20416,49,18313,223102,193556,17,63.91,0.31594,0.011000000000000001,High,2846,2244,1196,1879,53,78.84750527055515,42.023893183415325,66.02248770203795,1.8622628250175683,ASM237846v1,,,,,,Scaffold,Clc de novo assembler v. 4.4.1,Clc de novo assembler v. 4.4.1,,PRJNA348753,SAMN06453470,,Uncultivated Empedobacter sp. UBA3475 genome recovered from SRX822584,,,,,,Uncultivated genome recovered from an assembly of the SRX822584 metagenome.,2017-09-27T00:00:00Z,donovan.parks@gmail.com,,68.0,,,,,,,,,,,,,,,,,,true,,derived from metagenome,,,Donovan,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/378/465/GCA_002378465.1_ASM237846v1,,,DFRA01000000,,Empedobacter sp. UBA3475,,Full,WGS,,USA:New York City,New York City,USA,,,,,,,,,,,,,,,,,,,,,,,,,UBA3475,,United States,,wood,Parks,,,,,0.7.12-r1039,,terrestrial metagenome,,,,University of Queensland,1946435.0,,Empedobacter sp. UBA3475,Empedobacter sp. UBA3475,,,,,,,,,28894102,2017-02-27T00:00:00.000,,,,,,,Major,,,SAMN06453470,Empedobacter sp. UBA3475,metagenomic assembly,2017/09/27,University of Queensland,19.98x,,Illumina,Illumina,,,1946435.0,,,UBA3475,,,"Microbe, viral or environmental",Microbe.1.0,University of Queensland,Genome binned from sequencing reads available in SRX822584 metagenome,,1946435.0,,,,,,,,This BioSample is a metagenomic assembly obtained from the terrestrial metagenome reads: SRR1749201.,latest,DFRA00000000.1,,,True,Non_marine
