,Assembly accession,Bin_Id,Marker lineage,Completeness,Contamination,Strain_heterogeneity,Quality_score,classification,Domain,Phyla,Class,Order,Family,Genus,Species,n_scaffolds,n_contigs,scaf_bp,contig_bp,gap_pct,scaf_N50,scaf_L50,ctg_N50,ctg_L50,scaf_N90,scaf_L90,ctg_N90,ctg_L90,scaf_max,ctg_max,scaf_n_gt50K,scaf_pct_gt50K,gc_avg,gc_std,Classification_quality,orfs,pfam,ko,cog,cazymes,Orfs_anno_pfam%,Orfs_anno_ko%,Orfs_anno_cog%,Orfs_anno_cazymes%,ASM name,Alias,Altitude,Anonymized name,Arrayexpress species,Arrayexpress strain or line,Assembly level,Assembly method,Assembly method resumed,Biomaterial provider,Bioproject accession,Biosample accession,Biosample model,Biosample title,Biotic relationship,Body sample site,Cell shape,Collected by,Collection date,Comment paragraph,Completion date,Contact email,Contact lab,Contigs,Country,Culture collection,Depth,Derived from,Description,Disease,ENA checklist,ENA-first-public,ENA-last-update,Elevation,Env biome,Env broad scale,Env feature,Env local scale,Env material,Env medium,Environment,Environmental sample,Estimated size,Excluded from refseq,FDA cvm ID,Finishing strategy (depth of coverage),First name,Ftp path,GOLD stamp ID,Gbrs paired ASM,Genbank accessions,Gene calling method,Genome name,Genome quality flags,Genome rep,Genome status,Genotype,Geographic location,Geographic location (city),Geographic location (country or region),Gram stain,Habitat,Host,Host age,Host disease,Host disease outcome,Host gender,Host health,Host name,Host resumed,Host scientific name,Host sex,Host taxid,Host tissue sampled,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Identification method,Identified by,Infraspecific name,Investigation type,Isol growth condt,Isolate,Isolation comments,Isolation country,Isolation site,Isolation source,Last name,Latitude,Locus tag prefix,Longitude,MLST,Mapping method and version,Material,Metagenome source,Misc param,Misc param: hmp supersite,Motility,Name,Ncbi taxon ID,Note,Organism,Organism name,Other clinical,Other environmental,Oxygen requirement,Paired ASM comp,Phenotypes,Plasmids,Project name,Project type,Publication,Publication date,Ref biomaterial,Refseq accessions,Refseq category,Refseq cds,Rel to oxygen,Relation to type material,Release type,SRA accession,Salinity,Sample accession,Sample name,Sample type,Seq rel date,Sequencing centers,Sequencing depth,Sequencing method,Sequencing platform,Sequencing platform resumed,Sequencing status,Source mat ID,Species taxid,Specific host,Sporulation,Strain,Strain name alias,Subject ID,Submission model,Submission package,Submitter,Subsrc note,Supplier name,Taxid,Temperature,Temperature optimum,Temperature range,Title,Trophic level,Type material,Type strain,Value,Version status,WGS master,pH,Terrestrial_coordinates,MAG,Origin
339,GCA_001306415.1,GCA_001306415.1_ASM130641v1_genomic,s__algicola (UID2846),98.68,0.99,0.0,93.73,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceitalea;s__Croceitalea dokdonensis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceitalea,Croceitalea dokdonensis,16,16,3883802,3883802,0.0,3,454530,3,454530,8,161743,8,161743,794410,794410,11,97.763,0.41884,0.02692,High,3435,2694,1338,2178,84,78.42794759825328,38.95196506550218,63.4061135371179,2.4454148471615715,ASM130641v1,,,,,,Contig,Clc genomics workbench v. 5.5.1,Clc genomics workbench v. 5.5.1,,PRJNA191948,SAMN03702328,,Microbe sample from Croceitalea dokdonensis DOKDO 023,free living,,,,2008-08-10,"This strain was isolated on Dokdo Island, Korea, from the rhizosphere of the brown alga Ecklonia kurome.",2015-10-05T00:00:00Z,orionirion@yonsei.ac.kr,,16.0,,,,,,,,,,,ENVO:00000569,,ENVO:00002113,,ENVO:00002149,,,,"3,883,802",,,,Soon-Kyeong,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/306/415/GCA_001306415.1_ASM130641v1,,GCF_001306415.1,LDJX01000000,,Croceitalea dokdonensis DOKDO 023,,Full,WGS,,South Korea: Dokdo Island,Dokdo Island,South Korea,,,Ecklonia kurome,,,,,,Ecklonia kurome,Algae,,,,,,,,,,,,strain=DOKDO 023,,PMID 18984684,,"isolated on Dokdo Island, Korea, from the rhizosphere of the brown alga Ecklonia kurome",South Korea,,sea water,Kwon,37.23944,,131.86889,,,,,,,,Yonsei University,1300341.0,,Croceitalea dokdonensis DOKDO 023,Croceitalea dokdonensis DOKDO 023,,,,identical,,,,,,2015-10-08T00:00:00.000,PMID 18984684,,representative genome,3689.0,aerobe,assembly from type material,Major,,,SAMN03702328,Croceitalea dokdonensis DOKDO 023,cell culture,2015/10/05,Yonsei University,698.0x,,Illumina HiSeq,Illumina,,"KCCM 42308, JCM 13826",346188.0,,,DOKDO 023,,,"Microbe, viral or environmental",Microbe.1.0,Yonsei University,,,1300341.0,,,,,heterotroph,type strain of Croceitalea dokdonensis,,,latest,LDJX00000000.1,,Marine,False,Marine
347,GCA_001413955.1,GCA_001413955.1_ASM141395v1_genomic,s__algicola (UID2846),99.34,1.71,70.0,90.79,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda eckloniae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda eckloniae,2,2,4132279,4132279,0.0,1,4118402,1,4118402,1,4118402,1,4118402,4118402,4118402,1,99.664,0.37849,0.00525,Low,3597,2896,1406,2309,138,80.51153739227135,39.08812899638588,64.19238254100641,3.836530442035029,ASM141395v1,,,,,,Contig,Smrtpipe hgap v. 2.0,Smrtpipe hgap v. 2.0,,PRJNA282771,SAMN03571530,,MIGS Cultured Bacterial/Archaeal sample from Flagellimonas eckloniae,,,,,20-Oct-2004,Keywords: GSC:MIxS;MIGS:5.0,2017-07-05T00:00:00Z,jichi9@kiost.ac,,2.0,,,,,,,,,,,Aquatic,,Ocean,,,,,,,,,,Yong Min,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/413/955/GCA_001413955.1_ASM141395v1,,GCF_001413955.1,LCTZ01000000,,Flagellimonas eckloniae strain DOKDO 007,,Full,WGS,,South Korea: Dokdo Island,Dokdo Island,South Korea,,,Algae,,,,,,Algae,Algae,,,,,,,,,,,,strain=DOKDO 007,,Zobell medium,,,South Korea,,,Kwon,37.2333,,131.8666,,,,,,,,Korea Institute of Ocean Science and Technology,346185.0,,Flagellimonas eckloniae,Muricauda eckloniae,,,,identical,,,,,,2015-10-29T00:00:00.000,none,,representative genome,3385.0,,assembly from type material,Major,,,SAMN03571530,Flagellimonas eckloniae DOKDO 007,,2015/10/26,Korea Institute of Ocean Science and Technology,189.9x,,PacBio,PacBio,,,346185.0,,,DOKDO 007,,,MIGS.ba,MIGS.ba.host-associated.5.0,Korea Institute of Ocean Science and Technology,,,346185.0,,C,,,,type strain of Flagellimonas eckloniae,,,latest,LCTZ00000000.1,,Marine,False,Marine
366,GCA_001431365.1,GCA_001431365.1_ASM143136v1_genomic,s__algicola (UID2847),99.43,0.51,0.0,96.88,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter mishustinae,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter mishustinae,38,38,3775942,3775942,0.0,4,439065,4,439065,9,133575,9,133575,639574,639574,11,94.93,0.36898,0.03693,High,3352,2748,1357,2245,96,81.98090692124104,40.48329355608592,66.97494033412886,2.863961813842482,ASM143136v1,,,,,,Contig,Newbler v. 2.8,Newbler v. 2.8,,PRJNA297740,SAMN04145418,,Microbe sample from Salegentibacter mishustinae,,,,,2002-09,Draft genome sequence of Salegentibacter mishustinae strain KCTC 12263,2015-11-04T00:00:00Z,2712420104@qq.com,,38.0,,,,,,,,,,,,,,,,,,,,,,,Wenxin,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/431/365/GCA_001431365.1_ASM143136v1,,GCF_001431365.1,LKTP01000000,,Salegentibacter mishustinae strain KCTC 12263,,Full,WGS,,,,,,,Strongylocentrotus intermedius,,,,,,Strongylocentrotus intermedius,Sea urchin,,,,,,,,,,,,strain=KCTC 12263,,,,,,,,Lin,,,,,,,,,,,Xiamen University,270918.0,,Salegentibacter mishustinae,Salegentibacter mishustinae,,,,identical,,,,,27081136,2015-11-07T00:00:00.000,,,,3309.0,,assembly from type material,Major,,,SAMN04145418,SAMN04145417,pure culture,2015/11/04,Xiamen University,190.0x,,Illumina MiSeq,Illumina,,,270918.0,,,KCTC 12263,,,"Microbe, viral or environmental",Microbe.1.0,Xiamen University,,,270918.0,,C,,,,type strain of Salegentibacter mishustinae,,,latest,LKTP00000000.1,,,False,Marine
378,GCA_001481655.1,GCA_001481655.1_ASM148165v1_genomic,f__Flavobacteriaceae (UID2817),99.65,0.18,0.0,98.75,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratimimus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,2,2,4457748,4457747,0.0,1,4366950,1,4366949,1,4366950,1,4366949,4366950,4366949,2,100.0,0.34128000000000003,0.0145,High,4026,2971,1407,2361,41,73.79533035270741,34.947839046199704,58.643815201192254,1.018380526577248,ASM148165v1,,,,,,Complete Genome,Smart@portal v. v2.3. rs_hgap_assembly.3,Smart@portal v. v2.3. rs_hgap_assembly.3,,PRJNA302352,SAMN04270979,,Myroides odoratimimus PR63039 isolated from a urinary tract infection patient,,,,Desong Ming,2009,Myroides odoratimimus PR63039 was multi-drug resistant,2015-12-23T00:00:00Z,1400216020@hqu.edu.cn,,1.0,,,,,,,,,,,,,,,,,,,,,,,Shaohua,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/481/655/GCA_001481655.1_ASM148165v1,,GCF_001481655.1,CP013691,,Myroides odoratimimus strain PR63039,,Full,Plasmid,,China:Quanzhou,Quanzhou,China,,,Homo sapiens,59,urinary tract infection,,male,urinary tract infection,"Human, Homo sapiens",Homo sapiens,,male,,,,,,,,,,strain=PR63039,,,,,China,,"the First Quanzhou Hospital, Quanzhou, Fujian, China",Hu,24,,119,,,,,,,,Huaqiao University,76832.0,,Myroides odoratimimus,Myroides odoratimimus,,,,identical,,1.0,,,,2015-11-16T11:59:11.997,,,,95.0,,,Major,,,SAMN04270979,PR 63039,,2015/12/23,Huaqiao University,323.3,,PacBio,PacBio,,,76832.0,,,PR63039,,,Pathogen.cl,Pathogen.cl.1.0,Huaqiao University,,,76832.0,,C,,,,,,,latest,,,Marine,False,Non_marine
379,GCA_001482795.1,GCA_001482795.1_ASM148279v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,83,83,4023312,4023312,0.0,14,103552,14,103552,39,30411,39,30411,279459,279459,32,84.03200000000002,0.35609,0.028999999999999998,High,3697,2877,1388,2314,108,77.81985393562347,37.54395455774953,62.591290235325935,2.9212875304300785,ASM148279v1,,,,,,Contig,,,,PRJNA302576,SAMN04272205,Pathogen.cl,,,,,Desong Ming,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/482/795/GCA_001482795.1_ASM148279v1,,GCF_001482795.1,,,,,Full,,,"China, Quanzhou",Quanzhou,"China, Quanzhou",,,Homo sapiens,82,respiratory infection,died,,,,Homo sapiens,,male,,,,,,,,,,strain=12012-2 PRCM,,,,,,,sputum,,24.9,,118.6,,,,,,,,,,,,Elizabethkingia anophelis,,,,identical,,,,,,,,,,,,,Major,,,,,,2015/12/28,,,,,,,,1117645.0,,,12012-2 PRCM,,,,,REALGENE,,,1117645.0,,,,,,,,,latest,LPXG00000000.1,,Non_marine,False,Non_marine
380,GCA_001482835.1,GCA_001482835.1_ASM148283v1_genomic,f__Flavobacteriaceae (UID2817),95.76,0.97,0.0,90.91,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides marinus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides marinus,85,85,3900601,3900601,0.0,8,155107,8,155107,28,27333,28,27333,476768,476768,22,84.211,0.33445,0.04036,High,3455,2584,1278,2100,33,74.79015918958032,36.98986975397974,60.78147612156296,0.9551374819102748,ASM148283v1,,,,,,Contig,Soapdenovo v. 2.04-r240,Soapdenovo v. 2.04-r240,,PRJNA302583,SAMN04272208,Pathogen.cl,Myroides  marinus  isolated from a patient,,,,Desong Ming,2013,"The strain was multi-drug resistant. As we know, the pathogenic mechanism and resistance mechanism of the strain were sophisticated, so we are proceeding the whole genome sequence of the strain in order to get more useful informations regarding antibiotics resistance and pathogenic mechanism",2015-12-28T00:00:00Z,1400216020@hqu.edu.cn,,85.0,,,,,,,,,,,,,,,,,,,,,,,Shaohua,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/482/835/GCA_001482835.1_ASM148283v1,,GCF_001482835.1,LPXI01000000,,Myroides marinus strain 719127,,Full,WGS,,"China: Quanzhou, Fujian, Quanzhou Hospital","Quanzhou, Fujian, Quanzhou Hospital",China,,,Homo sapiens,73,the hyperplasia of prostate and acute urinary retention;urinary tract infections,cured,male,the hyperplasia of prostate and acute urinary retention;urinary tract infections,"Human, Homo sapiens",Homo sapiens,,male,,,,,,,,,,strain=719127,,,,,China,,urine,Hu,24.9,,118.6,,,,,,,,Huaqiao University,703342.0,,Myroides marinus,Myroides marinus,host_disease_outcome:cured,,,identical,,,,,,2015-11-17T11:27:40.903,,,,3397.0,,,Major,SRR3022546,,SAMN04272208,719127,,2015/12/28,Huaqiao University,102.0x,,Illumina MiSeq,Illumina,,,703342.0,,,719127,,,Pathogen.cl,Pathogen.cl.1.0,REALGENE,,,703342.0,,C,,,,,,,latest,LPXI00000000.1,,Non_marine,False,Non_marine
381,GCA_001483145.1,GCA_001483145.1_ASM148314v1_genomic,k__Bacteria (UID2565),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia miricola,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia miricola,24,24,4286053,4286053,0.0,5,374739,5,374739,13,131214,13,131214,671192,671192,17,98.926,0.36034,0.02754,High,3900,3092,1488,2493,110,79.28205128205127,38.153846153846146,63.92307692307693,2.8205128205128207,ASM148314v1,,,,,,Contig,Spades v. 3.5.0,Spades v. 3.5.0,,PRJNA293155,SAMN03998138,,Pathogen: clinical or host-associated sample from Elizabethkingia miricola,,,,Bacteriology lab of CHUV,2014-12-15,"we describe here the whole genome sequence and analysis of a clinical isolate of Elizabethkingia miricola associated to patient death after a septic choc from a respiratory tract origin. Furthermore, a genome comparison is performed to investigate his relationship with the other species of the same Genus.",2015-12-29T00:00:00Z,seydina.m.diene@hotmail.fr,,1.0,,,,,,Bacterial infection,,,,,,,,,,,,,,,,,Seydina,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/483/145/GCA_001483145.1_ASM148314v1,,GCF_001483145.1,LIQC01000000,,Elizabethkingia miricola strain EM_CHUV,,Full,Plasmid,,Switzerland,,Switzerland,,,Homo sapiens,,Pneumonia,,,Pneumonia,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=EM_CHUV,,,,,Switzerland,,Endotracheal secretions,Diene,46.95,,7.47,,,,,,,,"Genomic Research Laboratory, GRL; Geneva University Hospital, HUG",172045.0,,Elizabethkingia miricola,Elizabethkingia miricola,,,,identical,,1.0,,,,2015-12-31T06:44:39.457,,,,157.0,,,Major,,,SAMN03998138,EM_CHUV,,2015/12/29,"Institute of Microbiology, University Hospital of Lausanne, Lausanne, Switzerland",25.0x,,Illumina,Illumina,,,172045.0,,,EM_CHUV,,,Pathogen.cl,Pathogen.cl.1.0,"Institute of Microbiology, University Hospital of Lausanne, Lausanne, Switzerland",,,172045.0,,C,,,,,,,latest,LIQC00000000.1,,Non_marine,False,Non_marine
383,GCA_001485415.1,GCA_001485415.1_ASM148541v1_genomic,f__Flavobacteriaceae (UID2817),99.65,1.59,88.89,91.7,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratimimus,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides odoratimimus,65,65,4240762,4240762,0.0,8,155249,8,155249,31,31757,31,31757,478860,478860,24,83.277,0.33883,0.03237,Low,3749,2845,1389,2320,36,75.88690317417978,37.049879967991465,61.88316884502534,0.9602560682848761,ASM148541v1,,,,,,Contig,Soapdenovo v. 1.05,Soapdenovo v. 1.05,Shandong University,PRJDB4325,SAMD00042711,,Myroides odoratimimus,,,,,2015-08-06,Genomic sequencing of strain Myroides odoratimimus,2015-11-25T00:00:00Z,,,65.0,,CCUG 39352,,,,,,,,,,,Wound,,Wound,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/415/GCA_001485415.1_ASM148541v1,,GCF_001485415.1,BCMQ01000000,,Myroides odoratimimus strain CCUG 39352,,Full,WGS,,,,,,,Homo sapiens,,,,,,"Human, Homo sapiens",Homo sapiens,,,,,,,,,,,,strain=CCUG39352,,,,isolated from human specimen,,,human specimen,,,MODO,,,,,,,,,Shandong University,76832.0,,Myroides odoratimimus,Myroides odoratimimus,,env_biome:not applicable,,identical,,,Draft genome sequence of strain Myroides odoratimimus CCUG 39352,,,2015-11-04T00:00:00.000,,,,3715.0,,assembly from type material,Major,,,SAMD00042711,01_CCUG39352,,2015/12/08,Shandong University,196x,,Illumina Solexa,Illumina,,,76832.0,,,CCUG 39352,,,MIGS.ba.human-associated,MIGS.ba.human-associated.5.0,Shandong University,,,76832.0,,,,,,type strain of Myroides odoratimimus,,,latest,BCMQ00000000.1,,,False,Non_marine
402,GCA_001553545.1,GCA_001553545.1_ASM155354v1_genomic,p__Bacteroidetes (UID2605),100.0,1.43,0.0,92.85,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga haemolytica,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga haemolytica,1,1,2688484,2688484,0.0,1,2688484,1,2688484,1,2688484,1,2688484,2688484,2688484,1,100.0,0.44233,0.0,High,2424,1806,930,1407,89,74.5049504950495,38.366336633663366,58.044554455445535,3.671617161716172,ASM155354v1,,,,,,Complete Genome,Smrt analysis rs_hgap_assembly.2 v.,Smrt analysis rs_hgap_assembly.2 v.,,PRJNA282954,SAMN04435862,,MIGS Cultured Bacterial/Archaeal sample from Capnocytophaga haemolytica,,,,,,Keywords: GSC:MIxS;MIGS:5.0,2016-02-18T00:00:00Z,mholder@bcm.edu,,1.0,,CCUG:32990,,,,,,,,,Human oral cavity,,supragingival dental plaque,,curette,,,,,,,,Michael,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/545/GCA_001553545.1_ASM155354v1,,GCF_001553545.1,CP014227,,Capnocytophaga haemolytica strain CCUG 32990,,Full,Complete,,Japan: Okayama,Okayama,Japan,,,Homo sapiens,56,,,male,,"Human, Homo sapiens",Homo sapiens,,male,,,,,,,,,,strain=CCUG 32990,,TBB agar 5% sheep blood,,,Japan,,supragingival dental plaque,Holder,34.65,,133.90,,,,,,,,"Alkek Center for Metagenomics and Microbiome Research, Baylor College of Medicine",45243.0,,Capnocytophaga haemolytica,Capnocytophaga haemolytica,,env_biome:Human oral cavity,,identical,,,,,,2016-01-22T00:00:00.000,CCUG 32990,NZ_CP014227.1,,2303.0,anaerobe,assembly from type material,Major,,,SAMN04435862,Capnocytophaga haemolytica strain CCUG 32990,pure culture,2016/02/09,The Forsyth Institute,87x,,PacBio,PacBio,,,45243.0,,,CCUG 32990,,,MIGS.ba,MIGS.ba.human-oral.5.0,The Forsyth Institute,,,45243.0,,C,,,,type strain of Capnocytophaga haemolytica,,,latest,,,Non_marine,False,Non_marine
409,GCA_001596175.2,GCA_001596175.2_ASM159617v2_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,1,1,3931222,3931222,0.0,1,3931222,1,3931222,1,3931222,1,3931222,3931222,3931222,1,100.0,0.35765,0.0,High,3561,2818,1384,2279,104,79.13507441729851,38.865487222690255,63.998876720022466,2.9205279415894414,ASM159617v2,,,,,,Complete Genome,,,,PRJNA315668,SAMN04567744,Pathogen.cl,,,,,,01-Feb-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/596/175/GCA_001596175.2_ASM159617v2,,GCF_001596175.2,,,,,Full,,,"USA, WI",WI,USA,,,Homo sapiens,,,,,,,Homo sapiens,,,,,,,,,,,,strain=CSID_3015183678,,,,,,,marine hydrothermal vent biofilm,,73.3,,8,,,,,,,,,,,,Elizabethkingia anophelis,,,,identical,,,,,,,,,,,,,Major,,,,,,2016/04/20,,,,,,,,1117645.0,,,CSID_3015183678,,,,,Bacterial Special Pathogens Branch (CDC),,,1117645.0,,,,,,,,,latest,,,Marine,False,Marine
411,GCA_001618465.2,GCA_001618465.2_ASM161846v2_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,1,1,3931222,3931222,0.0,1,3931222,1,3931222,1,3931222,1,3931222,3931222,3931222,1,100.0,0.35765,0.0,High,3563,2816,1385,2278,104,79.03452147067078,38.87173730002807,63.93488633174292,2.9188885770418187,ASM161846v2,,,,,,Complete Genome,,,,PRJNA315668,SAMN04590540,Pathogen.cl,,,,,,01-Feb-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/465/GCA_001618465.2_ASM161846v2,,GCF_001618465.2,,,,,Full,,,"USA, WI",WI,USA,,,Homo sapiens,,,,,,,Homo sapiens,,,,,,,,,,,,strain=CSID_3015183684,,,,,,,blood,,73.3,,8,,,,,,,,,,,,Elizabethkingia anophelis,,,,identical,,,,,,,,,,,,,Major,,,,,,2016/04/20,,,,,,,,1117645.0,,,CSID_3015183684,,,,,Bacterial Special Pathogens Branch (CDC),,,1117645.0,,,,,,,,,latest,,,Marine,False,Non_marine
412,GCA_001618505.2,GCA_001618505.2_ASM161850v2_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,1,1,3853453,3853453,0.0,1,3853453,1,3853453,1,3853453,1,3853453,3853453,3853453,1,100.0,0.35746999999999995,0.0,High,3484,2761,1362,2235,104,79.24799081515498,39.092996555683115,64.15040183696901,2.985074626865672,ASM161850v2,,,,,,Complete Genome,,,,PRJNA315668,SAMN04567738,Pathogen.cl,,,,,,01-Feb-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/505/GCA_001618505.2_ASM161850v2,,GCF_001618505.2,,,,,Full,,,"USA, WI",WI,USA,,,Homo sapiens,,,,,,,Homo sapiens,,,,,,,,,,,,strain=CSID_3000521207,,,,,,,blood,,73.3,,8,,,,,,,,,,,,Elizabethkingia anophelis,,,,identical,,,,,,,,,,,,,Major,,,,,,2016/04/20,,,,,,,,1117645.0,,,CSID_3000521207,,,,,Bacterial Special Pathogens Branch (CDC),,,1117645.0,,,,,,,,,latest,,,Marine,False,Non_marine
413,GCA_001618545.2,GCA_001618545.2_ASM161854v2_genomic,k__Bacteria (UID2565),100.0,1.08,0.0,94.6,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Elizabethkingia;s__Elizabethkingia anophelis,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia anophelis,1,1,3931222,3931222,0.0,1,3931222,1,3931222,1,3931222,1,3931222,3931222,3931222,1,100.0,0.35765,0.0,High,3560,2817,1385,2278,104,79.12921348314606,38.90449438202246,63.98876404494382,2.9213483146067416,ASM161854v2,,,,,,Complete Genome,,,,PRJNA315668,SAMN04567745,Pathogen.cl,,,,,,01-Feb-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/545/GCA_001618545.2_ASM161854v2,,GCF_001618545.2,,,,,Full,,,"USA, WI",WI,USA,,,Homo sapiens,,,,,,,Homo sapiens,,,,,,,,,,,,strain=CSID_3015183681,,,,,,,blood,,73.3,,8,,,,,,,,,,,,Elizabethkingia anophelis,,,,identical,,,,,,,,,,,,,Major,,,,,,2016/04/20,,,,,,,,1117645.0,,,CSID_3015183681,,,,,Bacterial Special Pathogens Branch (CDC),,,1117645.0,,,,,,,,,latest,,,Marine,False,Non_marine
446,GCA_001677935.1,GCA_001677935.1_ASM167793v1_genomic,o__Flavobacteriales (UID2815),100.0,0.0,0.0,100.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium sp001677955,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp001677955,310,310,4661207,4661207,0.0,30,44054,30,44054,108,11104,108,11104,163297,163297,23,43.593,0.3359,0.03613,High,4241,3037,1350,2343,85,71.61046922895544,31.832115067201126,55.246404149964626,2.00424428200896,ASM167793v1,,,,,,Contig,,,University Of stirling,PRJNA286099,SAMN03764887,Microbe,,,,,University of Stirling,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/677/935/GCA_001677935.1_ASM167793v1,,GCF_001677935.1,,,,,Full,,,"United Kingdom, Scotland",Scotland,"United Kingdom, Scotland",,,Rainbow trout,,,,,,,Rainbow trout,,,,,,,,,,,,strain=MOF25P,,,,,,,,,,,,,,,,,,,,,,,Chryseobacterium sp. MOF25P,,,,identical,,,,,,,,,,,,,Major,,,,,pure culture,2016/07/01,,,,,,,,1664318.0,,,MOF25P,,,,,Cefas,,,1664318.0,,,,,,,,,latest,LFEG00000000.1,,,False,Unclassified
